periodo,uf,cod_municipio,municipio,tipo,ideb_2005,ideb_2007,ideb_2009,ideb_2011,ideb_2013,ideb_2015,ideb_2017
fundamental anos iniciais,RS,4322905,Viadutos,Estadual,-,4.0999999999999996,5.9,-,7.4,-,7.1
fundamental anos iniciais,RS,4322905,Viadutos,Municipal,4,4.5999999999999996,5.6,5.7,7.1,7.4,7.5
fundamental anos iniciais,RS,4322905,Viadutos,Pública,3.8,4.4000000000000004,5.8,-,7.2,7.3,7.4
fundamental anos iniciais,RS,4323002,Viamão,Estadual,3.8,4.2,4.2,4.7,4.9000000000000004,5,5.0999999999999996
fundamental anos iniciais,RS,4323002,Viamão,Municipal,3.9,4,4.0999999999999996,4.3,4.5999999999999996,5.0999999999999996,5
fundamental anos iniciais,RS,4323002,Viamão,Pública,3.9,4.0999999999999996,4.2,4.5,4.7,5.0999999999999996,5.0999999999999996
fundamental anos iniciais,RS,4323101,Vicente Dutra,Estadual,4.2,4.5,4.5999999999999996,-,5,-,5.5
fundamental anos iniciais,RS,4323101,Vicente Dutra,Municipal,2.9,3.8,3.6,4.0999999999999996,4.7,4.7,-
fundamental anos iniciais,RS,4323101,Vicente Dutra,Pública,3.5,4.0999999999999996,4,4.0999999999999996,4.9000000000000004,4.8,5.2
fundamental anos iniciais,RS,4323200,Victor Graeff,Estadual,-,5.2,-,-,-,-,-
fundamental anos iniciais,RS,4323200,Victor Graeff,Municipal,-,5.2,5.6,5.4,-,-,6.3
fundamental anos iniciais,RS,4323200,Victor Graeff,Pública,-,5.2,5.7,-,-,-,6.6
fundamental anos iniciais,RS,4323309,Vila Flores,Estadual,-,5.2,6.9,-,-,-,-
fundamental anos iniciais,RS,4323309,Vila Flores,Municipal,-,4.5,-,5.8,5.7,6,6.2
fundamental anos iniciais,RS,4323309,Vila Flores,Pública,-,4.8,6,5.8,5.7,6,6.2
fundamental anos iniciais,RS,4323358,Vila Lângaro,Municipal,-,-,-,-,-,-,6.2
fundamental anos iniciais,RS,4323358,Vila Lângaro,Pública,-,-,-,-,-,-,6.2
fundamental anos iniciais,RS,4323408,Vila Maria,Estadual,-,5.9,-,-,-,6,-
fundamental anos iniciais,RS,4323408,Vila Maria,Municipal,4.9000000000000004,5,5.0999999999999996,4.5999999999999996,5.8,6.2,6.1
fundamental anos iniciais,RS,4323408,Vila Maria,Pública,4.8,5.3,5,4.7,5.9,6.1,6.2
fundamental anos iniciais,RS,4323457,Vila Nova do Sul,Estadual,4.5999999999999996,4.8,4.8,-,-,-,-
fundamental anos iniciais,RS,4323457,Vila Nova do Sul,Municipal,-,4.4000000000000004,4.5999999999999996,4.8,-,5.2,5.8
fundamental anos iniciais,RS,4323457,Vila Nova do Sul,Pública,4.0999999999999996,4.5,4.7,4.8,-,5.0999999999999996,5.9
fundamental anos iniciais,RS,4323507,Vista Alegre,Estadual,-,4.5999999999999996,4.7,-,6.1,-,6.1
fundamental anos iniciais,RS,4323507,Vista Alegre,Pública,-,4.5,4.7,-,6.1,-,6.1
fundamental anos iniciais,RS,4323606,Vista Alegre do Prata,Municipal,-,5.9,-,8.1999999999999993,-,-,7
fundamental anos iniciais,RS,4323606,Vista Alegre do Prata,Pública,-,5.9,-,8.1999999999999993,-,-,7
fundamental anos iniciais,RS,4323705,Vista Gaúcha,Estadual,-,5.6,5.5,-,-,-,-
fundamental anos iniciais,RS,4323705,Vista Gaúcha,Municipal,-,-,-,4.8,-,-,-
fundamental anos iniciais,RS,4323705,Vista Gaúcha,Pública,-,5.5,5.5,-,-,-,-
fundamental anos iniciais,RS,4323754,Vitória das Missões,Estadual,-,3.9,5.2,-,-,-,6
fundamental anos iniciais,RS,4323754,Vitória das Missões,Pública,-,3.8,5,-,-,-,6
fundamental anos iniciais,RS,4323770,Westfália,Municipal,-,5.9,-,6.3,6.2,7.2,6.8
fundamental anos iniciais,RS,4323770,Westfália,Pública,-,5.9,-,-,6.2,7.2,6.8
fundamental anos iniciais,RS,4323804,Xangri-lá,Municipal,4,4.0999999999999996,4.7,5.2,4.8,5.4,5.4
fundamental anos iniciais,RS,4323804,Xangri-lá,Pública,4,4.0999999999999996,4.7,5.2,4.8,5.4,5.4
fundamental anos finais,RS,4300034,Aceguá,Estadual,-,3.2,3.4,3.7,4,4.3,4.5999999999999996
fundamental anos finais,RS,4300034,Aceguá,Municipal,-,-,-,-,-,-,4.2
fundamental anos finais,RS,4300034,Aceguá,Pública,-,3.9,4.0999999999999996,4.4000000000000004,4.7,5,5.2
fundamental anos finais,RS,4300059,Água Santa,Estadual,-,4.8,5,5.4,5.7,5.9,6.1
fundamental anos finais,RS,4300059,Água Santa,Municipal,-,4.5,4.7,5,5.4,5.6,5.8
fundamental anos finais,RS,4300059,Água Santa,Pública,-,4.5999999999999996,4.8,5.0999999999999996,5.4,5.7,5.9
fundamental anos finais,RS,4300109,Agudo,Estadual,3.6,3.7,4,4.4000000000000004,4.8,5,5.3
fundamental anos finais,RS,4300109,Agudo,Municipal,-,3.9,4.0999999999999996,4.5,4.8,5.0999999999999996,5.3
fundamental anos finais,RS,4300109,Agudo,Pública,3.4,3.6,3.9,4.3,4.7,4.9000000000000004,5.2
fundamental anos finais,RS,4300208,Ajuricaba,Estadual,-,-,4.4000000000000004,4.5999999999999996,5,5.2,5.5
fundamental anos finais,RS,4300208,Ajuricaba,Municipal,-,5.0999999999999996,5.3,5.6,5.9,6.1,6.3
fundamental anos finais,RS,4300208,Ajuricaba,Pública,-,4.9000000000000004,5.0999999999999996,5.4,5.7,6,6.2
fundamental anos finais,RS,4300307,Alecrim,Estadual,4,4.2,4.5,4.9000000000000004,5.2,5.5,5.7
fundamental anos finais,RS,4300307,Alecrim,Pública,4.2,4.3,4.5999999999999996,5,5.4,5.6,5.8
fundamental anos finais,RS,4300406,Alegrete,Estadual,3.3,3.5,3.8,4.2,4.5999999999999996,4.8,5.0999999999999996
fundamental anos finais,RS,4300406,Alegrete,Municipal,3.5,3.6,3.9,4.3,4.7,4.9000000000000004,5.2
fundamental anos finais,RS,4300406,Alegrete,Pública,3.5,3.6,3.9,4.3,4.7,5,5.2
fundamental anos finais,RS,4300455,Alegria,Estadual,4.0999999999999996,4.2,4.5,4.9000000000000004,5.3,5.5,5.7
fundamental anos finais,RS,4300455,Alegria,Municipal,-,-,-,-,4.7,5,5.2
fundamental anos finais,RS,4300455,Alegria,Pública,4.2,4.3,4.5999999999999996,5,5.4,5.6,5.9
fundamental anos finais,RS,4300471,Almirante Tamandaré do Sul,Estadual,-,-,-,4.5999999999999996,4.8,5.0999999999999996,5.3
fundamental anos finais,RS,4300471,Almirante Tamandaré do Sul,Pública,-,-,-,4.5,4.8,5,5.3
fundamental anos finais,RS,4300505,Alpestre,Estadual,3.6,3.7,4,4.4000000000000004,4.8,5,5.3
fundamental anos finais,RS,4300505,Alpestre,Municipal,-,-,-,-,-,-,4.0999999999999996
fundamental anos finais,RS,4300505,Alpestre,Pública,3.7,3.8,4.0999999999999996,4.5,4.9000000000000004,5.0999999999999996,5.4
fundamental anos finais,RS,4300554,Alto Alegre,Estadual,4.7,4.9000000000000004,5.0999999999999996,5.5,5.8,6.1,6.3
fundamental anos finais,RS,4300554,Alto Alegre,Pública,4.7,4.8,5.0999999999999996,5.5,5.8,6,6.3
fundamental anos finais,RS,4300570,Alto Feliz,Estadual,3.7,3.9,4.0999999999999996,4.5,4.9000000000000004,5.2,5.4
fundamental anos finais,RS,4300570,Alto Feliz,Municipal,-,-,-,-,-,-,4.8
fundamental anos finais,RS,4300570,Alto Feliz,Pública,3.7,3.9,4.2,4.5999999999999996,4.9000000000000004,5.2,5.4
fundamental anos finais,RS,4300604,Alvorada,Estadual,2.9,3,3.3,3.8,4.0999999999999996,4.4000000000000004,4.7
fundamental anos finais,RS,4300604,Alvorada,Municipal,3.1,3.3,3.6,4,4.4000000000000004,4.5999999999999996,4.9000000000000004
fundamental anos finais,RS,4300604,Alvorada,Pública,2.9,3.1,3.4,3.8,4.0999999999999996,4.4000000000000004,4.7
fundamental anos finais,RS,4300638,Amaral Ferrador,Estadual,3,3.1,3.4,3.8,4.2,4.5,4.7
fundamental anos finais,RS,4300638,Amaral Ferrador,Municipal,-,3.2,3.4,3.7,4.0999999999999996,4.3,4.5999999999999996
fundamental anos finais,RS,4300638,Amaral Ferrador,Pública,3.2,3.4,3.6,4,4.4000000000000004,4.7,4.9000000000000004
fundamental anos finais,RS,4300646,Ametista do Sul,Estadual,3.2,3.3,3.6,4,4.4000000000000004,4.5999999999999996,4.9000000000000004
fundamental anos finais,RS,4300646,Ametista do Sul,Municipal,2.9,3,3.3,3.7,4.0999999999999996,4.3,4.5999999999999996
fundamental anos finais,RS,4300646,Ametista do Sul,Pública,3.1,3.2,3.5,3.9,4.3,4.5,4.8
fundamental anos finais,RS,4300661,André da Rocha,Estadual,-,-,3,3.4,3.8,4,4.3
fundamental anos finais,RS,4300661,André da Rocha,Pública,-,-,3,3.4,3.8,4,4.3
fundamental anos finais,RS,4300703,Anta Gorda,Estadual,4.5,4.5999999999999996,4.9000000000000004,5.3,5.6,5.8,6.1
fundamental anos finais,RS,4300703,Anta Gorda,Pública,4.5,4.7,4.9000000000000004,5.3,5.7,5.9,6.1
fundamental anos finais,RS,4300802,Antônio Prado,Estadual,4.7,4.8,5.0999999999999996,5.5,5.8,6,6.2
fundamental anos finais,RS,4300802,Antônio Prado,Municipal,-,3.5,3.7,4.0999999999999996,4.4000000000000004,4.7,4.9000000000000004
fundamental anos finais,RS,4300802,Antônio Prado,Pública,4.7,4.8,5.0999999999999996,5.5,5.8,6.1,6.3
fundamental anos finais,RS,4300851,Arambaré,Estadual,-,4,4.2,4.5,4.9000000000000004,5.0999999999999996,5.4
fundamental anos finais,RS,4300851,Arambaré,Municipal,-,-,-,-,-,-,-
fundamental anos finais,RS,4300851,Arambaré,Pública,-,3.9,4.0999999999999996,4.5,4.8,5,5.3
fundamental anos finais,RS,4300877,Araricá,Estadual,-,-,-,-,-,-,-
fundamental anos finais,RS,4300877,Araricá,Municipal,3.4,3.6,3.8,4.2,4.5999999999999996,4.9000000000000004,5.0999999999999996
fundamental anos finais,RS,4300877,Araricá,Pública,3.4,3.6,3.8,4.2,4.5999999999999996,4.9000000000000004,5.0999999999999996
fundamental anos finais,RS,4300901,Aratiba,Estadual,4.9000000000000004,5.0999999999999996,5.3,5.7,6,6.2,6.4
fundamental anos finais,RS,4300901,Aratiba,Municipal,-,-,-,-,-,-,6.2
fundamental anos finais,RS,4300901,Aratiba,Pública,5,5.0999999999999996,5.4,5.7,6.1,6.3,6.5
fundamental anos finais,RS,4301008,Arroio do Meio,Estadual,3.2,3.4,3.6,4,4.4000000000000004,4.7,5
fundamental anos finais,RS,4301008,Arroio do Meio,Municipal,5,5.0999999999999996,5.4,5.7,6.1,6.3,6.5
fundamental anos finais,RS,4301008,Arroio do Meio,Pública,4.4000000000000004,4.5999999999999996,4.8,5.2,5.6,5.8,6
fundamental anos finais,RS,4301057,Arroio do Sal,Estadual,3.8,4,4.2,4.5999999999999996,5,5.3,5.5
fundamental anos finais,RS,4301057,Arroio do Sal,Municipal,-,4.4000000000000004,4.5999999999999996,4.9000000000000004,5.3,5.5,5.8
fundamental anos finais,RS,4301057,Arroio do Sal,Pública,4,4.0999999999999996,4.4000000000000004,4.8,5.2,5.4,5.7
fundamental anos finais,RS,4301073,Arroio do Padre,Municipal,3.8,3.9,4.2,4.5999999999999996,5,5.2,5.5
fundamental anos finais,RS,4301073,Arroio do Padre,Pública,3.8,3.9,4.2,4.5999999999999996,5,5.2,5.5
fundamental anos finais,RS,4301107,Arroio dos Ratos,Estadual,2.9,3.1,3.4,3.8,4.0999999999999996,4.4000000000000004,4.7
fundamental anos finais,RS,4301107,Arroio dos Ratos,Municipal,2.8,3,3.2,3.6,4,4.3,4.5
fundamental anos finais,RS,4301107,Arroio dos Ratos,Pública,2.9,3,3.3,3.7,4.0999999999999996,4.3,4.5999999999999996
fundamental anos finais,RS,4301206,Arroio do Tigre,Estadual,4.2,4.3,4.5999999999999996,5,5.3,5.6,5.8
fundamental anos finais,RS,4301206,Arroio do Tigre,Municipal,-,3.6,3.8,4.0999999999999996,4.5,4.7,5
fundamental anos finais,RS,4301206,Arroio do Tigre,Pública,4.2,4.3,4.5999999999999996,5,5.4,5.6,5.8
fundamental anos finais,RS,4301305,Arroio Grande,Estadual,3.7,3.8,4.0999999999999996,4.5,4.9000000000000004,5.0999999999999996,5.4
fundamental anos finais,RS,4301305,Arroio Grande,Municipal,-,3,3.2,3.6,3.9,4.2,4.4000000000000004
fundamental anos finais,RS,4301305,Arroio Grande,Pública,3.6,3.7,4,4.4000000000000004,4.8,5.0999999999999996,5.3
fundamental anos finais,RS,4301404,Arvorezinha,Estadual,4.4000000000000004,4.5,4.8,5.2,5.6,5.8,6
fundamental anos finais,RS,4301404,Arvorezinha,Municipal,3.4,3.5,3.8,4.2,4.5999999999999996,4.8,5.0999999999999996
fundamental anos finais,RS,4301404,Arvorezinha,Pública,4,4.2,4.4000000000000004,4.8,5.2,5.4,5.7
fundamental anos finais,RS,4301503,Augusto Pestana,Estadual,3.5,3.7,3.9,4.3,4.7,5,5.2
fundamental anos finais,RS,4301503,Augusto Pestana,Pública,3.7,3.8,4.0999999999999996,4.5,4.9000000000000004,5.0999999999999996,5.4
fundamental anos finais,RS,4301552,Áurea,Estadual,-,4.4000000000000004,4.5999999999999996,4.9000000000000004,5.3,5.5,5.7
fundamental anos finais,RS,4301552,Áurea,Pública,-,4.2,4.4000000000000004,4.8,5.0999999999999996,5.3,5.6
fundamental anos finais,RS,4301602,Bagé,Estadual,3.2,3.3,3.6,4,4.4000000000000004,4.7,4.9000000000000004
fundamental anos finais,RS,4301602,Bagé,Municipal,3.6,3.7,4,4.4000000000000004,4.8,5,5.3
fundamental anos finais,RS,4301602,Bagé,Pública,3.4,3.6,3.8,4.2,4.5999999999999996,4.9000000000000004,5.0999999999999996
fundamental anos finais,RS,4301636,Balneário Pinhal,Estadual,2.1,2.2000000000000002,2.4,2.8,3.1,3.4,3.7
fundamental anos finais,RS,4301636,Balneário Pinhal,Municipal,2.4,2.5,2.8,3.2,3.5,3.8,4.0999999999999996
fundamental anos finais,RS,4301636,Balneário Pinhal,Pública,2.1,2.2999999999999998,2.5,2.9,3.2,3.5,3.8
fundamental anos finais,RS,4301651,Barão,Estadual,3.9,4,4.3,4.7,5.0999999999999996,5.3,5.6
fundamental anos finais,RS,4301651,Barão,Municipal,-,-,-,-,4.9000000000000004,5.0999999999999996,5.4
fundamental anos finais,RS,4301651,Barão,Pública,4,4.0999999999999996,4.4000000000000004,4.8,5.2,5.4,5.6
fundamental anos finais,RS,4301701,Barão de Cotegipe,Estadual,3.7,3.9,4.2,4.5999999999999996,5,5.2,5.5
fundamental anos finais,RS,4301701,Barão de Cotegipe,Pública,3.7,3.9,4.2,4.5999999999999996,5,5.2,5.5
fundamental anos finais,RS,4301750,Barão do Triunfo,Estadual,2.8,3,3.3,3.7,4,4.3,4.5999999999999996
fundamental anos finais,RS,4301750,Barão do Triunfo,Pública,2.7,2.9,3.2,3.6,4,4.3,4.5999999999999996
fundamental anos finais,RS,4301800,Barracão,Estadual,3.3,3.4,3.7,4.0999999999999996,4.5,4.7,5
fundamental anos finais,RS,4301800,Barracão,Municipal,-,-,-,-,-,4.9000000000000004,5.2
fundamental anos finais,RS,4301800,Barracão,Pública,3.5,3.6,3.9,4.3,4.7,4.9000000000000004,5.2
fundamental anos finais,RS,4301859,Barra do Guarita,Estadual,-,3.9,4.2,4.5,4.8,5.0999999999999996,5.3
fundamental anos finais,RS,4301859,Barra do Guarita,Municipal,-,-,-,-,-,-,-
fundamental anos finais,RS,4301859,Barra do Guarita,Pública,-,4,4.2,4.5,4.9000000000000004,5.0999999999999996,5.4
fundamental anos finais,RS,4301875,Barra do Quaraí,Estadual,2.2999999999999998,2.6,3,3.6,4,4.3,4.5
fundamental anos finais,RS,4301875,Barra do Quaraí,Municipal,3.4,3.6,3.9,4.3,4.7,4.9000000000000004,5.2
fundamental anos finais,RS,4301875,Barra do Quaraí,Pública,3.1,3.2,3.5,3.9,4.3,4.5999999999999996,4.8
fundamental anos finais,RS,4301909,Barra do Ribeiro,Estadual,2.9,3.1,3.4,3.8,4.2,4.4000000000000004,4.7
fundamental anos finais,RS,4301909,Barra do Ribeiro,Municipal,-,3.6,3.8,4.0999999999999996,4.5,4.7,5
fundamental anos finais,RS,4301909,Barra do Ribeiro,Pública,3.2,3.4,3.7,4.0999999999999996,4.4000000000000004,4.7,5
fundamental anos finais,RS,4301925,Barra do Rio Azul,Estadual,4.5,4.5999999999999996,4.9000000000000004,5.3,5.7,5.9,6.1
fundamental anos finais,RS,4301925,Barra do Rio Azul,Pública,4.4000000000000004,4.5999999999999996,4.8,5.2,5.6,5.8,6
fundamental anos finais,RS,4301958,Barra Funda,Estadual,-,-,5.5,5.7,6,6.2,6.4
fundamental anos finais,RS,4301958,Barra Funda,Municipal,-,5,5.2,5.5,5.8,6,6.2
fundamental anos finais,RS,4301958,Barra Funda,Pública,-,4.9000000000000004,5.0999999999999996,5.4,5.7,5.9,6.1
fundamental anos finais,RS,4302006,Barros Cassal,Estadual,4.2,4.3,4.5999999999999996,5,5.3,5.6,5.8
fundamental anos finais,RS,4302006,Barros Cassal,Municipal,-,-,-,-,4,4.3,4.5
fundamental anos finais,RS,4302006,Barros Cassal,Pública,4,4.0999999999999996,4.4000000000000004,4.8,5.2,5.4,5.7
fundamental anos finais,RS,4302055,Benjamin Constant do Sul,Municipal,-,3.6,3.8,4.0999999999999996,4.5,4.7,5
fundamental anos finais,RS,4302055,Benjamin Constant do Sul,Pública,-,3.7,3.9,4.3,4.5999999999999996,4.9000000000000004,5.0999999999999996
fundamental anos finais,RS,4302105,Bento Gonçalves,Estadual,3.8,4,4.3,4.7,5,5.3,5.5
fundamental anos finais,RS,4302105,Bento Gonçalves,Municipal,4.0999999999999996,4.2,4.5,4.9000000000000004,5.3,5.5,5.8
fundamental anos finais,RS,4302105,Bento Gonçalves,Pública,3.9,4.0999999999999996,4.4000000000000004,4.8,5.0999999999999996,5.4,5.6
fundamental anos finais,RS,4302154,Boa Vista das Missões,Estadual,-,4.5,4.7,5,5.3,5.6,5.8
fundamental anos finais,RS,4302154,Boa Vista das Missões,Municipal,-,3.3,3.5,3.8,4.2,4.4000000000000004,4.7
fundamental anos finais,RS,4302154,Boa Vista das Missões,Pública,-,3.7,3.9,4.2,4.5999999999999996,4.8,5.0999999999999996
fundamental anos finais,RS,4302204,Boa Vista do Buricá,Estadual,-,4.9000000000000004,5.0999999999999996,5.5,5.8,6,6.2
fundamental anos finais,RS,4302204,Boa Vista do Buricá,Municipal,-,5.5,5.6,5.9,6.2,6.4,6.6
fundamental anos finais,RS,4302204,Boa Vista do Buricá,Pública,-,5.0999999999999996,5.3,5.6,5.9,6.2,6.4
fundamental anos finais,RS,4302220,Boa Vista do Cadeado,Municipal,-,3.2,3.4,3.8,4.0999999999999996,4.4000000000000004,4.5999999999999996
fundamental anos finais,RS,4302220,Boa Vista do Cadeado,Pública,-,3.4,3.6,3.9,4.3,4.5,4.8
fundamental anos finais,RS,4302238,Boa Vista do Incra,Municipal,-,3.4,3.6,3.9,4.3,4.5,4.8
fundamental anos finais,RS,4302238,Boa Vista do Incra,Pública,-,3.4,3.6,3.9,4.3,4.5,4.8
fundamental anos finais,RS,4302253,Boa Vista do Sul,Municipal,-,4.7,4.9000000000000004,5.2,5.5,5.8,6
fundamental anos finais,RS,4302253,Boa Vista do Sul,Pública,-,4.8,5,5.3,5.6,5.9,6.1
fundamental anos finais,RS,4302303,Bom Jesus,Estadual,3.8,3.9,4.2,4.5999999999999996,5,5.2,5.5
fundamental anos finais,RS,4302303,Bom Jesus,Municipal,2.6,2.8,3.2,3.7,4.0999999999999996,4.4000000000000004,4.5999999999999996
fundamental anos finais,RS,4302303,Bom Jesus,Pública,3.3,3.4,3.7,4.0999999999999996,4.5,4.7,5
fundamental anos finais,RS,4302352,Bom Princípio,Estadual,5,5.2,5.4,5.8,6.1,6.3,6.5
fundamental anos finais,RS,4302352,Bom Princípio,Municipal,4.0999999999999996,4.3,4.5,4.9000000000000004,5.3,5.6,5.8
fundamental anos finais,RS,4302352,Bom Princípio,Pública,4.5,4.7,4.9000000000000004,5.3,5.7,5.9,6.1
fundamental anos finais,RS,4302378,Bom Progresso,Estadual,4.5,4.5999999999999996,4.9000000000000004,5.3,5.7,5.9,6.1
fundamental anos finais,RS,4302378,Bom Progresso,Municipal,-,3.9,4.0999999999999996,4.4000000000000004,4.8,5,5.3
fundamental anos finais,RS,4302378,Bom Progresso,Pública,4.3,4.5,4.8,5.0999999999999996,5.5,5.7,6
fundamental anos finais,RS,4302402,Bom Retiro do Sul,Estadual,4.4000000000000004,4.5999999999999996,4.9000000000000004,5.2,5.6,5.8,6.1
fundamental anos finais,RS,4302402,Bom Retiro do Sul,Municipal,3.6,3.7,4,4.4000000000000004,4.8,5.0999999999999996,5.3
fundamental anos finais,RS,4302402,Bom Retiro do Sul,Pública,4.0999999999999996,4.3,4.5,4.9000000000000004,5.3,5.5,5.8
fundamental anos finais,RS,4302451,Boqueirão do Leão,Estadual,4.4000000000000004,4.5,4.8,5.2,5.5,5.8,6
fundamental anos finais,RS,4302451,Boqueirão do Leão,Pública,4.4000000000000004,4.5,4.8,5.2,5.5,5.8,6
fundamental anos finais,RS,4302501,Bossoroca,Estadual,3.7,3.9,4.2,4.5999999999999996,4.9000000000000004,5.2,5.4
fundamental anos finais,RS,4302501,Bossoroca,Municipal,2.9,3.1,3.3,3.7,4.0999999999999996,4.4000000000000004,4.5999999999999996
fundamental anos finais,RS,4302501,Bossoroca,Pública,3.3,3.4,3.7,4.0999999999999996,4.5,4.8,5
fundamental anos finais,RS,4302584,Bozano,Estadual,-,4.2,4.4000000000000004,4.7,5,5.3,5.5
fundamental anos finais,RS,4302584,Bozano,Pública,-,4.2,4.4000000000000004,4.7,5,5.3,5.5
fundamental anos finais,RS,4302600,Braga,Estadual,-,4.5,4.7,5,5.3,5.6,5.8
fundamental anos finais,RS,4302600,Braga,Municipal,-,3.2,3.4,3.8,4.0999999999999996,4.4000000000000004,4.5999999999999996
fundamental anos finais,RS,4302600,Braga,Pública,-,4,4.2,4.5999999999999996,4.9000000000000004,5.2,5.4
fundamental anos finais,RS,4302659,Brochier,Estadual,3.5,3.6,3.9,4.3,4.7,4.9000000000000004,5.2
fundamental anos finais,RS,4302659,Brochier,Municipal,-,-,-,-,-,-,-
fundamental anos finais,RS,4302659,Brochier,Pública,3.7,3.9,4.0999999999999996,4.5,4.9000000000000004,5.2,5.4
fundamental anos finais,RS,4302709,Butiá,Estadual,3.7,3.9,4.0999999999999996,4.5,4.9000000000000004,5.2,5.4
fundamental anos finais,RS,4302709,Butiá,Municipal,3.1,3.3,3.5,3.9,4.3,4.5999999999999996,4.9000000000000004
fundamental anos finais,RS,4302709,Butiá,Pública,3.4,3.6,3.8,4.2,4.5999999999999996,4.9000000000000004,5.0999999999999996
fundamental anos finais,RS,4302808,Caçapava do Sul,Estadual,3.2,3.4,3.7,4.0999999999999996,4.5,4.8,5.0999999999999996
fundamental anos finais,RS,4302808,Caçapava do Sul,Municipal,2.8,2.9,3.2,3.6,4,4.2,4.5
fundamental anos finais,RS,4302808,Caçapava do Sul,Pública,3.1,3.2,3.5,3.9,4.3,4.5999999999999996,4.9000000000000004
fundamental anos finais,RS,4302907,Cacequi,Estadual,3,3.2,3.4,3.8,4.2,4.5,4.8
fundamental anos finais,RS,4302907,Cacequi,Municipal,-,3.9,4.0999999999999996,4.5,4.8,5.0999999999999996,5.3
fundamental anos finais,RS,4302907,Cacequi,Pública,3.1,3.2,3.5,3.9,4.3,4.5999999999999996,4.8
fundamental anos finais,RS,4303004,Cachoeira do Sul,Estadual,3.7,3.8,4.0999999999999996,4.5,4.9000000000000004,5.0999999999999996,5.4
fundamental anos finais,RS,4303004,Cachoeira do Sul,Municipal,3.7,3.9,4.0999999999999996,4.5,4.9000000000000004,5.2,5.4
fundamental anos finais,RS,4303004,Cachoeira do Sul,Pública,3.8,4,4.2,4.5999999999999996,5,5.3,5.5
fundamental anos finais,RS,4303103,Cachoeirinha,Estadual,3.3,3.5,3.8,4.2,4.5999999999999996,4.8,5.0999999999999996
fundamental anos finais,RS,4303103,Cachoeirinha,Municipal,3.2,3.4,3.7,4.0999999999999996,4.4000000000000004,4.7,5
fundamental anos finais,RS,4303103,Cachoeirinha,Pública,3.3,3.4,3.7,4.0999999999999996,4.5,4.8,5
fundamental anos finais,RS,4303202,Cacique Doble,Estadual,3.8,4,4.3,4.7,5,5.3,5.5
fundamental anos finais,RS,4303202,Cacique Doble,Municipal,-,3.3,3.5,3.8,4.2,4.4000000000000004,4.7
fundamental anos finais,RS,4303202,Cacique Doble,Pública,3.8,3.9,4.2,4.5999999999999996,5,5.3,5.5
fundamental anos finais,RS,4303301,Caibaté,Estadual,3.8,3.9,4.2,4.5999999999999996,5,5.2,5.5
fundamental anos finais,RS,4303301,Caibaté,Municipal,-,-,-,-,-,-,-
fundamental anos finais,RS,4303301,Caibaté,Pública,4,4.2,4.5,4.9000000000000004,5.2,5.5,5.7
fundamental anos finais,RS,4303400,Caiçara,Estadual,4.0999999999999996,4.3,4.5,4.9000000000000004,5.3,5.5,5.8
fundamental anos finais,RS,4303400,Caiçara,Pública,4.0999999999999996,4.2,4.5,4.9000000000000004,5.3,5.5,5.8
fundamental anos finais,RS,4303509,Camaquã,Estadual,3.8,3.9,4.2,4.5999999999999996,5,5.2,5.5
fundamental anos finais,RS,4303509,Camaquã,Municipal,4,4.0999999999999996,4.4000000000000004,4.8,5.0999999999999996,5.4,5.6
fundamental anos finais,RS,4303509,Camaquã,Pública,4,4.2,4.4000000000000004,4.8,5.2,5.4,5.7
fundamental anos finais,RS,4303558,Camargo,Estadual,3.9,4.0999999999999996,4.3,4.7,5.0999999999999996,5.4,5.6
fundamental anos finais,RS,4303558,Camargo,Pública,3.9,4.0999999999999996,4.3,4.7,5.0999999999999996,5.4,5.6
fundamental anos finais,RS,4303608,Cambará do Sul,Estadual,3.6,3.8,4.0999999999999996,4.5,4.8,5.0999999999999996,5.3
fundamental anos finais,RS,4303608,Cambará do Sul,Municipal,-,-,-,-,-,-,-
fundamental anos finais,RS,4303608,Cambará do Sul,Pública,3.5,3.7,4,4.4000000000000004,4.7,5,5.2
fundamental anos finais,RS,4303673,Campestre da Serra,Estadual,-,-,4.2,4.5,4.8,5,5.3
fundamental anos finais,RS,4303673,Campestre da Serra,Municipal,-,3.9,4.0999999999999996,4.4000000000000004,4.8,5,5.3
fundamental anos finais,RS,4303673,Campestre da Serra,Pública,-,4.2,4.4000000000000004,4.8,5.0999999999999996,5.3,5.6
fundamental anos finais,RS,4303707,Campina das Missões,Estadual,4.8,5,5.2,5.6,5.9,6.1,6.4
fundamental anos finais,RS,4303707,Campina das Missões,Municipal,-,-,-,-,-,-,-
fundamental anos finais,RS,4303707,Campina das Missões,Pública,4.8,4.9000000000000004,5.2,5.6,5.9,6.1,6.4
fundamental anos finais,RS,4303806,Campinas do Sul,Estadual,3.9,4,4.3,4.7,5.0999999999999996,5.3,5.6
fundamental anos finais,RS,4303806,Campinas do Sul,Municipal,-,3.7,3.9,4.2,4.5999999999999996,4.8,5.0999999999999996
fundamental anos finais,RS,4303806,Campinas do Sul,Pública,3.8,4,4.3,4.7,5,5.3,5.5
fundamental anos finais,RS,4303905,Campo Bom,Estadual,3.1,3.3,3.6,4.0999999999999996,4.5,4.8,5
fundamental anos finais,RS,4303905,Campo Bom,Municipal,4.5,4.5999999999999996,4.9000000000000004,5.3,5.6,5.9,6.1
